Chemin,Nom,Type,Date,URL,Dernière mise à jour,Propriétaire,Taille
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Oklahoma_Roots/Oklahoma_Roots_Davis_TenorTrombone.pdf,Oklahoma_Roots_Davis_TenorTrombone.pdf,application/pdf,25/04/2022 11:17:35,https://drive.google.com/file/d/1qZlJKuAl2lL38Ri7iPMYZHR8fSfAHVQi/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,52399
Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Cole_Henry,Cole_Henry, ,24/04/2022 23:08:43,https://drive.google.com/drive/folders/16b89noMOOwKCA4AlvLXrQ2993k6ffF08,24/04/2022 23:08:43,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Cole_Henry/Cole_Henry_Davis_TenorTrombone.pdf,Cole_Henry_Davis_TenorTrombone.pdf,application/pdf,25/04/2022 11:17:12,https://drive.google.com/file/d/1RG7Adevk8ZbMrrJaswRk7fk3gLz9c1Hp/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,87989
Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing,Eagles Landing, ,24/04/2022 23:08:43,https://drive.google.com/drive/folders/1mbeAs_ahnA4HNVEV7-zaQDbny_aJZXAT,24/04/2022 23:08:43,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/Eagles_Landing_Davis.pdf,Eagles_Landing_Davis.pdf,application/pdf,25/04/2022 11:17:28,https://drive.google.com/file/d/1GLwR0XnOQRWpxOpqJ7YWmd-thWMSqxP2/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,405525
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/05 Bass.wma,05 Bass.wma,audio/x-ms-wma,25/04/2022 11:01:53,https://drive.google.com/file/d/1LLTSr5OwsoojzzgmvcffE1fY5lUPEfi9/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,6883987
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/03 Both Players.mp3,03 Both Players.mp3,audio/mpeg,25/04/2022 10:54:11,https://drive.google.com/file/d/1LgsZerzKmalJXzW9xcoxJ2iUD-52tePP/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,6871487
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/AlbumArt__Large.jpg,AlbumArt__Large.jpg,image/jpeg,25/04/2022 11:17:12,https://drive.google.com/file/d/1O4b43gAVmmj67yHgG6LPOEMGdxX1Awpd/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,19460
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/01 Electronics.wma,01 Electronics.wma,audio/x-ms-wma,25/04/2022 10:50:54,https://drive.google.com/file/d/1ON1lZ7RCIhi5XvwY7GYJ3g1_1jGqKfWA/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,6895953
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/04 Tenor.wma,04 Tenor.wma,audio/x-ms-wma,25/04/2022 10:59:23,https://drive.google.com/file/d/1Tbrzw0-Qzpj3GNKTlpSOkn6iOqqpkh1J/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,6913869
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/Folder.jpg,Folder.jpg,image/jpeg,25/04/2022 11:17:31,https://drive.google.com/file/d/1bkSYSxtZuMptaEmy_ix-o2nWLA05eNCJ/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,19460
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/AlbumArt__Small.jpg,AlbumArt__Small.jpg,image/jpeg,25/04/2022 11:17:12,https://drive.google.com/file/d/1jh85wQU3iWHV-4uF1AVEXRy7mjhIRftP/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,6257
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/Eagles_Landing_Davis_Bone1.pdf,Eagles_Landing_Davis_Bone1.pdf,application/pdf,25/04/2022 11:17:19,https://drive.google.com/file/d/1u3Py4CjwSCvJNt2Bcu-gAK6JmLHMj6o2/view?usp=drivesdk,21/08/2021 02:54:31,PetitesMainsSymph,185967
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/AlbumArtSmall.jpg,AlbumArtSmall.jpg,image/jpeg,25/04/2022 11:17:12,https://drive.google.com/file/d/1vztU_Nx5s4D2C5bpW6aGKhPWhKgGXLqh/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,6257
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Hip-Bone Music/Eagles Landing/03 Both Players.wma,03 Both Players.wma,audio/x-ms-wma,25/04/2022 10:56:55,https://drive.google.com/file/d/1yZbU_452i__y9uPLtYe_fNA2oMJDTIlZ/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,6931811
Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/747_Clark,747_Clark, ,24/04/2022 23:07:43,https://drive.google.com/drive/folders/13B-q_KXH_PI7QQvo-rXcGwTeElzb1TW8,24/04/2022 23:07:43,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/747_Clark/747 drums 112.mp3,747 drums 112.mp3,audio/mpeg,25/04/2022 09:15:45,https://drive.google.com/file/d/11xIqRRio8hLvmZycDd4juQ70YiP1fVar/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,6949236
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/747_Clark/747 drums 108.mp3,747 drums 108.mp3,audio/mpeg,25/04/2022 09:10:20,https://drive.google.com/file/d/154wJGt9Msas5m1vZ76wIwKLd6OM7ao3a/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,3761252
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/747_Clark/747 drums 104.mp3,747 drums 104.mp3,audio/mpeg,25/04/2022 09:07:21,https://drive.google.com/file/d/1dFMt65IgOpucPrJoW4G8qJaxkyGEkvYs/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,3591979
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/747_Clark/747_Clark.pdf,747_Clark.pdf,application/pdf,25/04/2022 00:47:38,https://drive.google.com/file/d/1rRGmowP2811-7gnVi9W4PNUgVPS3YSV8/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,384490
Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets,Christmas Duets, ,24/04/2022 23:07:43,https://drive.google.com/drive/folders/1oa8r4Z7NlxPNFppaVW9FQNB4Ho-Feqy4,24/04/2022 23:07:43,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/O_Come_All_Ye_Faithful.pdf,O_Come_All_Ye_Faithful.pdf,application/pdf,25/04/2022 00:50:01,https://drive.google.com/file/d/13KK8gHDNrCdTXMskiIO3w0BfHSDtKIF5/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,79285
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/Joy_To_The_World.pdf,Joy_To_The_World.pdf,application/pdf,25/04/2022 00:49:56,https://drive.google.com/file/d/1ATEnxUcBsnVXmiW3GwSLM2T1PHKi2Cft/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,56428
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/O_Little_Town_Of_Bethlehem.pdf,O_Little_Town_Of_Bethlehem.pdf,application/pdf,25/04/2022 00:49:56,https://drive.google.com/file/d/1UZwOgA6_ygOFVj7pt1P-daAGX8UsbaMm/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,54532
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/Silent_Night.pdf,Silent_Night.pdf,application/pdf,25/04/2022 00:50:04,https://drive.google.com/file/d/1psMfdFTrqMr_IfB6SFgkhR4Fy12nL0VW/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,89310
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/God_Rest_Ye_Merry_Gentlemen.pdf,God_Rest_Ye_Merry_Gentlemen.pdf,application/pdf,25/04/2022 00:47:27,https://drive.google.com/file/d/1qLr5I2S3G2sHuWjWGYvF2y_ACnWpKibd/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,87601
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/We_Three_Kings.pdf,We_Three_Kings.pdf,application/pdf,25/04/2022 00:50:14,https://drive.google.com/file/d/1ut-N5ty6E1ox42J9OFGR5D8OXoSctpJu/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,175411
  Partitions 2021 2022/Ensemble Cuivres/Trombone Duets/Christmas Duets/It_Came_Upon_The_Midnight_Clear.pdf,It_Came_Upon_The_Midnight_Clear.pdf,application/pdf,25/04/2022 00:49:58,https://drive.google.com/file/d/1wrrbyv90HGSEyMc7H4Wlw8Dj5T7rb8XE/view?usp=drivesdk,21/08/2021 02:54:30,PetitesMainsSymph,101821
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES,QUATUOR DE CUIVRES, ,24/04/2022 23:07:02,https://drive.google.com/drive/folders/1C6SATqj4IIe7_MPvir0ruw0yy7ZlTsV4,24/04/2022 23:07:02,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb,3 trp 1 trb, ,24/04/2022 23:07:31,https://drive.google.com/drive/folders/1CCEURzRCITC6nA_IQ0Du_a_fgOGVwUdk,24/04/2022 23:07:31,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/PURCELL Didon et Enée,PURCELL Didon et Enée, ,24/04/2022 23:08:31,https://drive.google.com/drive/folders/13MDuFUONbyfPUEAlgo-StNu59mV0I5np,24/04/2022 23:08:31,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/PURCELL Didon et Enée/[Free-scores.com]_purcell-henry-didon-142259.pdf,[Free-scores.com]_purcell-henry-didon-142259.pdf,application/pdf,25/04/2022 10:45:49,https://drive.google.com/file/d/1IUmyY4Zthb8Z1W8rEX6l3F67--1yK1te/view?usp=drivesdk,21/08/2021 05:18:04,PetitesMainsSymph,109767
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/PURCELL Didon et Enée/[Free-scores.com]_purcell-henry-didon-ena-142231.pdf,[Free-scores.com]_purcell-henry-didon-ena-142231.pdf,application/pdf,25/04/2022 10:45:55,https://drive.google.com/file/d/1HAK3PscFnb4zo9q5I9cOR-XWgP9E6kKr/view?usp=drivesdk,21/08/2021 05:18:01,PetitesMainsSymph,75217
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/PURCELL Didon et Enée/[Free-scores.com]_purcell-henry-didon-enee-141978-867.pdf,[Free-scores.com]_purcell-henry-didon-enee-141978-867.pdf,application/pdf,25/04/2022 10:45:58,https://drive.google.com/file/d/1PYIbF5Yoo1IeWbB00FJk2KZqUk8FaaKS/view?usp=drivesdk,21/08/2021 05:17:57,PetitesMainsSymph,76083
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/PURCELL Didon et Enée/[Free-scores.com]_purcell-henry-didon-enee-142019-770.pdf,[Free-scores.com]_purcell-henry-didon-enee-142019-770.pdf,application/pdf,25/04/2022 10:46:03,https://drive.google.com/file/d/1fp1U984Bhxr24Rc9f-MBdqU3s6OYfwym/view?usp=drivesdk,21/08/2021 05:17:53,PetitesMainsSymph,86091
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS,NOBODY KNOWS, ,24/04/2022 23:08:31,https://drive.google.com/drive/folders/1LRWNx3r7fwCix8OwNWTP5iI542s94mj6,24/04/2022 23:08:31,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS/[Free-scores.com]_traditional-nobody-knows-trumpet-33610-867.pdf,[Free-scores.com]_traditional-nobody-knows-trumpet-33610-867.pdf,application/pdf,25/04/2022 10:45:42,https://drive.google.com/file/d/1YkGxWUGSoGk02_6xyPwug2490-wqsei4/view?usp=drivesdk,21/08/2021 03:20:27,PetitesMainsSymph,23993
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS/[Free-scores.com]_traditional-nobody-knows-trumpet-33610-14.pdf,[Free-scores.com]_traditional-nobody-knows-trumpet-33610-14.pdf,application/pdf,25/04/2022 10:45:41,https://drive.google.com/file/d/1YS6QVGglkYwn9_HtBhIe7o7k_z0TtkXN/view?usp=drivesdk,21/08/2021 03:20:26,PetitesMainsSymph,23699
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS/[Free-scores.com]_traditional-nobody-knows-trombone-33610.pdf,[Free-scores.com]_traditional-nobody-knows-trombone-33610.pdf,application/pdf,25/04/2022 10:45:40,https://drive.google.com/file/d/1Q55e_D4HoxQnrNXOgBJQn4c3_3sS4vyA/view?usp=drivesdk,21/08/2021 03:20:23,PetitesMainsSymph,23045
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS/[Free-scores.com]_traditional-nobody-knows-trumpet-33610.pdf,[Free-scores.com]_traditional-nobody-knows-trumpet-33610.pdf,application/pdf,25/04/2022 10:45:45,https://drive.google.com/file/d/1G2W_fWn3Kfe93AV-YjNSnNjcuVlmekvE/view?usp=drivesdk,21/08/2021 03:20:11,PetitesMainsSymph,23760
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/3 trp 1 trb/NOBODY KNOWS/[Free-scores.com]_traditional-nobody-knows-33610.pdf,[Free-scores.com]_traditional-nobody-knows-33610.pdf,application/pdf,25/04/2022 10:45:40,https://drive.google.com/file/d/1vgVzHFiKeyYQs0BDPdQWO55zgdnBF2Y9/view?usp=drivesdk,21/08/2021 03:19:56,PetitesMainsSymph,32779
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb,1 trp 1 cor 1 trb 1 tb, ,24/04/2022 23:07:31,https://drive.google.com/drive/folders/1b0qfsQT7BdqMmLUH7MFRkvsBN3cdD0qj,24/04/2022 23:07:31,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin,DEBUSSY La Fille aux Cheveux de Lin, ,24/04/2022 23:08:31,https://drive.google.com/drive/folders/1_z07WX6QsmZCtWOAd6W7NViEH0GZspHs,24/04/2022 23:08:31,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin/[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-tuba-72774.pdf,[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-tuba-72774.pdf,application/pdf,25/04/2022 10:45:36,https://drive.google.com/file/d/1H3CYBikmupBbLtcnV3UZ7UpqlN_nxE_e/view?usp=drivesdk,21/08/2021 04:38:13,PetitesMainsSymph,34578
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin/[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-trombone-72774.pdf,[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-trombone-72774.pdf,application/pdf,25/04/2022 10:45:35,https://drive.google.com/file/d/1LALj-aGNAnH_08x6XDtpHWJt4IaH5ocZ/view?usp=drivesdk,21/08/2021 04:38:07,PetitesMainsSymph,35552
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin/[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-cor-72774.pdf,[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-cor-72774.pdf,application/pdf,25/04/2022 10:45:33,https://drive.google.com/file/d/1sTSKmCDB8TBPVATxizAoLHhyiukcSzT_/view?usp=drivesdk,21/08/2021 04:38:04,PetitesMainsSymph,35762
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin/[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-trompette-72774.pdf,[Free-scores.com]_debussy-claude-fille-aux-cheveux-lin-fille-aux-cheveux-lin-trompette-72774.pdf,application/pdf,25/04/2022 10:45:35,https://drive.google.com/file/d/1ZtNwKnBjXTkmDH8LCE8WFqoLhzrFq9Ky/view?usp=drivesdk,21/08/2021 04:38:03,PetitesMainsSymph,43517
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/1 trp 1 cor 1 trb 1 tb/DEBUSSY La Fille aux Cheveux de Lin/[Free-scores.com]_debussy-claude-la-fille-aux-cheveux-de-lin-72774.pdf,[Free-scores.com]_debussy-claude-la-fille-aux-cheveux-de-lin-72774.pdf,application/pdf,25/04/2022 10:45:38,https://drive.google.com/file/d/1r4NTEY1YcLvBgbThfub4fZJMZKO3-ntm/view?usp=drivesdk,21/08/2021 04:38:00,PetitesMainsSymph,52112
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb,2 trp 1 trb 1 tb, ,24/04/2022 23:07:31,https://drive.google.com/drive/folders/1cQoKlDk7jAOIY7IoIler_USJE2BpD9LE,24/04/2022 23:07:31,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS,GRANDS, ,24/04/2022 23:08:31,https://drive.google.com/drive/folders/1ItNMwCVoCy-eqka265PBm5nUm1zhpRpo,24/04/2022 23:08:31,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/PAPA AMERICANO (swing),PAPA AMERICANO (swing), ,24/04/2022 23:09:03,https://drive.google.com/drive/folders/1N-3dj2CsjtaWCT68fcUVWWJRmOjEsUxv,24/04/2022 23:09:03,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/PAPA AMERICANO (swing)/[Free-scores.com]_tu-vuo-fa-l-039-americano-59655.pdf,[Free-scores.com]_tu-vuo-fa-l-039-americano-59655.pdf,application/pdf,25/04/2022 11:40:55,https://drive.google.com/file/d/1N1yjsvIDXBa3MnhAkKt45s1IiIVChq-p/view?usp=drivesdk,21/08/2021 03:35:27,PetitesMainsSymph,145273
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/BACH air violon connu,BACH air violon connu, ,24/04/2022 23:09:03,https://drive.google.com/drive/folders/1WsEAYFkvymAGRsIqErxSGNahMnv9WO8i,24/04/2022 23:09:03,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/BACH air violon connu/[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-tuba-sib-12067.pdf,[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-tuba-sib-12067.pdf,application/pdf,25/04/2022 11:40:31,https://drive.google.com/file/d/1SzBp9-Ncy6hKU9a2URoRpWPp1CqN_FPn/view?usp=drivesdk,21/08/2021 03:03:27,PetitesMainsSymph,35808
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/BACH air violon connu/[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-trombone-12067.pdf,[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-trombone-12067.pdf,application/pdf,25/04/2022 11:40:27,https://drive.google.com/file/d/1C6e9MWR1JepuXzsNjRR_3q5MeZkUz94b/view?usp=drivesdk,21/08/2021 03:03:26,PetitesMainsSymph,40887
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/BACH air violon connu/[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-trompettes-sib-12067.pdf,[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-trompettes-sib-12067.pdf,application/pdf,25/04/2022 11:40:30,https://drive.google.com/file/d/1TuNeB7-eyeWYq1bB0xPTMSklrBrq6M3g/view?usp=drivesdk,21/08/2021 03:03:26,PetitesMainsSymph,69313
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/BACH air violon connu/[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-12067.pdf,[Free-scores.com]_bach-johann-sebastian-air-pour-trompettes-trombone-tuba-bwv1068-12067.pdf,application/pdf,25/04/2022 11:40:25,https://drive.google.com/file/d/1KMc_TAOEbmvt8QylT8sRfy2n1PYi-_sV/view?usp=drivesdk,21/08/2021 03:03:19,PetitesMainsSymph,100921
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima,FRESCOBALDI Canzona Prima, ,24/04/2022 23:09:03,https://drive.google.com/drive/folders/1_KoD-8Aqx1NXp36qIRbs8at8ZCEP770P,24/04/2022 23:09:03,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima/[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trumpet-33604-638.pdf,[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trumpet-33604-638.pdf,application/pdf,25/04/2022 11:40:49,https://drive.google.com/file/d/1_oufYQxzp9DAi0V3v3c0nWU8Gqhlfp0_/view?usp=drivesdk,21/08/2021 03:01:10,PetitesMainsSymph,95426
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima/[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trombone-33604-897.pdf,[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trombone-33604-897.pdf,application/pdf,25/04/2022 11:40:43,https://drive.google.com/file/d/18WK3U6jBfB59xfpXVlni8nc2aUVMd8nr/view?usp=drivesdk,21/08/2021 03:01:08,PetitesMainsSymph,71455
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima/[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trumpet-33604.pdf,[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trumpet-33604.pdf,application/pdf,25/04/2022 11:40:51,https://drive.google.com/file/d/1ZcdWwtzad8RvxPG57sS6u-BujW1ttLYH/view?usp=drivesdk,21/08/2021 03:01:08,PetitesMainsSymph,95337
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima/[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trombone-33604.pdf,[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-trombone-33604.pdf,application/pdf,25/04/2022 11:40:46,https://drive.google.com/file/d/1l5EZuteAVaOOZRYIlv5vpzi3NosaPb-L/view?usp=drivesdk,21/08/2021 03:01:08,PetitesMainsSymph,98785
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/GRANDS/FRESCOBALDI Canzona Prima/[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-33604.pdf,[Free-scores.com]_frescobaldi-girolamo-canzon-francese-prima-33604.pdf,application/pdf,25/04/2022 11:40:42,https://drive.google.com/file/d/136590hfD_Lj0SrcT-nXXHCy8A4-27Q_b/view?usp=drivesdk,21/08/2021 03:01:03,PetitesMainsSymph,362025
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/PETITS,PETITS, ,24/04/2022 23:08:31,https://drive.google.com/drive/folders/1P1tThe_1mrMh3zWmtNefU9wYtFlcuxfG,24/04/2022 23:08:31,PetitesMainsSymph,0
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/PETITS/CHORAL BACH (1 page à imprimer plusieurs fois),CHORAL BACH (1 page à imprimer plusieurs fois), ,24/04/2022 23:09:03,https://drive.google.com/drive/folders/1Q2GztsIkPB0N1EWbny8N7f-TjsZ3z6IG,24/04/2022 23:09:03,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/PETITS/CHORAL BACH (1 page à imprimer plusieurs fois)/[Free-scores.com]_benoist-regis-choral-bwv38-pour-trompettes-trombone-tuba-12132.pdf,[Free-scores.com]_benoist-regis-choral-bwv38-pour-trompettes-trombone-tuba-12132.pdf,application/pdf,25/04/2022 11:40:56,https://drive.google.com/file/d/1eb3hdjwYmVGT5c5-uvBfR4pg3q8lL9NB/view?usp=drivesdk,21/08/2021 03:05:25,PetitesMainsSymph,46285
Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/PETITS/MOZART AIR (1 page à imprimer),MOZART AIR (1 page à imprimer), ,24/04/2022 23:09:03,https://drive.google.com/drive/folders/1_bGDZEXDJWD0mTVaB8L5EcOhQ5YirDG9,24/04/2022 23:09:03,PetitesMainsSymph,0
  Partitions 2021 2022/Ensemble Cuivres/QUATUOR DE CUIVRES/2 trp 1 trb 1 tb/PETITS/MOZART AIR (1 page à imprimer)/[Free-scores.com]_mozart-wolfgang-amadeus-qui-presso-pour-trompettes-trombone-tuba-15435.pdf,[Free-scores.com]_mozart-wolfgang-amadeus-qui-presso-pour-trompettes-trombone-tuba-15435.pdf,application/pdf,25/04/2022 11:40:58,https://drive.google.com/file/d/1svFbVo51gTtD822s8S2w3z4gLf7FO2V4/view?usp=drivesdk,21/08/2021 03:06:16,PetitesMainsSymph,44430
